"Country Name","Country Code","Indicator Name","Indicator Code","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"St. Kitts and Nevis","KNA","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","99.0995","103.30373","101.09417","98.55036","106.42108","92.28088","94.34516","","114.01526","110.62139","114.78542","115.89118","113.31043","111.47076","113.4715","","105.48105","102.86712","","","","","","","110.78745","109.36177","106.04314","105.1931","103.52979","100.42701","","93.1904","96.65572","94.26998","93.45585","90.16097","","",
"Korea, Rep.","KOR","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","105.69576","107.22701","106.82379","105.33657","104.03203","104.65113","103.30653","103.49787","104.87918","105.189","105.86467","105.49671","104.8816","103.26313","101.83542","101.19395","102.1219","102.77079","104.24472","105.97726","106.25138","106.04242","105.07815","104.74299","104.16806","103.40172","102.70994","103.37546","103.48035","101.74008","100.57586","100.34474","101.24761","101.25715","101.57414","101.91684","103.23064","103.84391","104.20649","105.62448","","","",
"Kosovo","KSV","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kuwait","KWT","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","88.05873","87.83906","89.12249","90.12315","92.93051","96.43479","102.49773","105.14556","103.02173","103.4915","103.36351","103.78606","104.17919","105.07239","105.64262","104.3382","101.05016","97.74327","93.63511","91.23067","59.11486","58.09373","69.32117","83.21977","94.63538","110.78732","113.08363","110.56655","105.67841","103.3341","101.73004","105.8976","108.76435","110.67979","112.81524","111.11518","111.816","105.58955","","","","","",
"Latin America & Caribbean (developing only)","LAC","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","104.75974","106.35043","106.47667","107.81636","108.58759","108.68007","108.65611","111.17122","112.90683","116.49534","117.06398","117.06485","117.77716","116.37432","117.83395","116.65281","115.49042","114.75874","115.92529","113.92621","116.57269","113.83781","114.90946","115.43998","116.38063","117.36231","118.69009","119.61305","121.0639","121.83126","120.9837","120.24491","120.13702","118.80504","118.71544","117.81031","118.12089","117.20324","116.3193","115.78348","114.31427","112.92574","","",
"Lao PDR","LAO","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","58.32754","61.92336","61.8438","","","66.78558","100.56394","100.43456","104.41207","104.48891","105.58326","103.38444","100.90101","99.48266","99.26837","102.87182","","104.71629","","100.46836","100.256","98.14721","104.37762","107.8885","108.87246","112.45469","113.1901","114.73609","112.33941","110.08566","107.56097","109.02391","111.0839","112.50084","114.45346","116.30495","117.88281","120.74858","123.57056","126.38576","126.00323","","",
"Lebanon","LBN","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","127.63774","","","124.51938","","","","104.39038","","107.30421","112.15371","110.77002","106.25649","","91.44802","","111.80665","","97.98258","","","95.95379","","98.91643","100.11954","101.41539","104.92617","108.6991","112.1753","108.21443","105.41349","103.53673","101.60272","101.42134","100.53182","99.43651","99.84911","99.80288","101.6031","104.59383","107.89501","","",
"Liberia","LBR","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","35.35252","36.43869","37.448","","","39.3515","36.92716","","44.83972","44.97069","47.51816","","","","38.39735","","","","","","","","","","","","","","","93.89754","111.71233","","","","","","95.78906","","96.01371","101.81342","","102.99503","","",
"Libya","LBY","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","109.37695","121.86853","129.50555","131.62618","132.6801","133.00038","128.68355","122.31465","127.35021","124.19652","122.03637","","119.10801","","","108.29716","","","","","","","","","","","","","122.29887","","116.28522","114.36176","113.03251","114.09007","108.87465","114.20135","","","","","","","",
"St. Lucia","LCA","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","93.24598","100.64909","108.29195","113.72894","117.15667","120.56935","124.14223","124.58327","125.97059","122.86265","119.09168","126.82005","129.61151","130.31496","132.62668","129.77301","131.80357","134.20461","137.65014","139.09614","138.30295","136.25428","135.40107","","","","128.63653","","103.50394","102.77755","104.02106","102.8734","102.71276","101.34008","102.39781","106.89011","100.05905","97.22777","95.78193","94.29844","92.96398","","",
"Latin America & Caribbean (all income levels)","LCN","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","105.25034","106.97203","107.12063","108.43844","109.15064","109.15929","109.07322","111.46813","113.05245","116.38357","116.71788","116.70294","117.23276","115.86394","117.19576","116.1528","115.03985","114.3096","115.38044","113.44239","115.91759","113.24124","114.12799","114.60005","115.49412","116.4351","117.71015","118.61114","120.06611","120.83093","120.01118","119.28015","119.16636","117.90695","117.99037","117.16518","117.52044","116.69758","115.87958","115.33707","113.85559","112.47314","","",
"Least developed countries: UN classification","LDC","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","48.66907","48.04696","51.65","54.9981","55.82991","58.79028","61.50575","63.30685","64.93627","66.57509","68.50832","69.02184","69.05381","69.52462","68.99198","67.2196","67.29968","66.18501","68.52799","68.00738","66.89197","68.60351","68.57613","68.82229","69.65781","71.40662","71.72505","74.0408","74.56575","74.6809","76.93973","79.49056","84.27521","87.74013","90.5221","93.0229","96.07121","98.17739","101.1585","102.44434","103.24982","106.08093","","",
"Low income","LIC","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","50.67233","50.12072","53.74118","57.16619","59.58042","62.6902","65.16028","66.62605","67.72743","70.10827","72.48187","73.79536","74.27337","74.93881","74.32179","72.39835","72.15954","70.68707","72.76501","72.17426","70.62505","72.47138","72.31974","72.48974","73.06296","74.70217","74.93228","77.27318","77.77408","77.81178","80.1973","82.58094","87.10339","91.07273","93.45817","95.72858","98.26588","100.63213","103.32847","104.62874","105.39962","108.35522","","",
"Liechtenstein","LIE","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106.1244","109.15222","","107.51196","107.11217","105.52567","105.69871","105.45918","104.9505","","",
"Sri Lanka","LKA","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","102.45014","104.31867","94.47203","91.81072","86.46601","83.43911","82.69035","87.50236","92.22989","95.30274","99.21936","101.32344","100.90012","99.99694","99.74411","100.58035","102.04312","106.5157","108.47517","110.08511","110.40377","111.12664","109.87936","109.77107","109.7032","112.4381","107.69618","","107.69665","","","108.19474","107.03557","104.60292","100.22601","102.66298","102.21047","101.16801","99.13175","95.43198","98.75863","97.41147","","",
"Lower middle income","LMC","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","77.08032","77.26767","77.89281","79.52744","78.94812","79.51273","79.71908","82.20993","82.10736","83.24068","85.03177","86.97954","88.6011","89.92663","90.82093","90.36798","90.23112","89.17568","89.57613","90.79431","90.79699","90.92583","91.14359","92.43061","93.44085","92.72807","92.25982","92.61432","91.9124","92.74071","94.01195","94.2805","94.98141","98.93677","103.61698","104.43683","104.67521","105.18487","105.28035","105.16769","105.731","105.54355","","",
"Low & middle income","LMY","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","86.72024","87.24213","89.14833","92.85028","94.26243","95.70526","95.99033","95.72533","93.94122","94.49607","95.66669","96.70248","97.17313","97.42193","97.94955","98.4229","99.16258","99.2098","99.91118","100.08868","99.58415","98.6687","97.95077","97.81004","97.96236","97.78155","97.4387","97.96306","98.01578","98.35932","98.93677","99.18001","100.26147","102.57786","104.85398","105.24633","105.43546","106.07973","106.67619","106.76019","107.05998","107.76963","","",
"Lesotho","LSO","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","88.86975","85.00404","85.49315","88.74723","100.83475","100.35181","98.0934","97.30413","95.70081","95.99524","97.23665","99.92709","104.04314","105.26526","105.24558","108.52388","107.70981","109.33756","111.15172","109.68844","108.32245","109.07531","107.52497","103.2944","105.41807","107.26698","105.04256","102.29664","101.48938","99.57281","111.45981","111.76442","111.9481","114.09105","112.76517","111.01419","111.34713","105.01003","104.06352","102.70785","103.24056","103.08228","","",
"Lithuania","LTU","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","79.54179","","","","","81.75638","","","90.57291","89.85572","92.0903","91.45841","94.27425","95.71203","98.30821","99.33911","100.32627","99.76302","100.75638","103.54416","104.78449","102.07233","99.30959","96.67354","94.5197","94.91724","96.15485","96.16935","96.86869","95.97624","94.04246","","",
"Luxembourg","LUX","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","110.85784","110.54654","108.43906","110.9824","96.57512","96.82832","95.79937","95.0227","93.68296","89.57772","88.8488","89.6098","88.66573","87.77906","","89.37406","88.91363","94.03033","","","90.77369","","","102.45559","95.58128","95.09563","94.39355","94.06706","99.34071","100.03698","100.31059","100.65789","99.91498","100.72774","101.24035","101.50404","101.03677","99.7648","","96.93655","","","",
"Latvia","LVA","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","102.16062","100.11797","98.61045","98.20199","99.22139","100.47401","117.77472","118.0229","117.49407","94.50208","98.19084","98.9553","91.54497","86.71605","85.32862","88.70216","92.62724","94.21114","95.16272","98.2501","101.40197","101.00184","100.56334","97.88876","95.77482","94.57828","96.66614","98.42939","99.62326","100.72471","99.92088","","",
"Macao SAR, China","MAC","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","59.05844","59.40442","62.69001","59.98041","64.53371","74.36945","95.01096","91.08159","100.27826","","","","","","","","","","112.59393","106.70317","105.57585","107.20412","108.28695","","","","","","100.41113","103.28234","103.1769","104.80712","104.02789","104.40703","103.62971","101.89482","102.33368","100.77015","","","","","",
"St. Martin (French part)","MAF","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","51.49687","52.27952","52.83885","54.48551","56.99291","61.98902","67.10539","71.65735","75.73641","79.26617","82.66421","85.51984","88.22098","87.52474","79.28064","78.28296","75.3984","72.2507","68.41023","68.27126","64.53105","65.30469","67.70241","70.42378","73.26881","75.73034","77.64206","80.89888","86.62061","92.46633","97.63895","103.37561","106.32356","106.74255","106.87166","106.29977","107.67445","107.35635","107.74983","111.36371","113.725","114.8791","",
"Monaco","MCO","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","82.66656","","","","","84.41459","","","88.07295","90.03982","93.07233","93.31454","92.28932","91.22704","95.09425","","","","99.72229","101.37638","99.36111","99.47889","99.48654","99.82285","97.89131","96.65267","94.41768","94.02987","93.57756","93.54078","93.60298","","",
"Madagascar","MDG","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","87.1281","90.56528","90.12016","87.79646","93.57889","97.56043","120.69915","124.43415","124.97876","132.77175","139.00726","135.08394","128.33119","120.51464","115.28938","","","98.90605","101.29392","99.8206","103.60102","97.3059","94.10533","91.05955","86.94168","89.63729","","94.43192","96.78334","102.71165","104.10769","105.03098","120.44786","137.28663","142.1428","142.02003","143.23853","146.3866","154.15246","148.55066","148.36752","","",
"Maldives","MDV","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","138.27501","","146.33413","","","","152.67542","","","","","","123.10053","126.13814","128.94444","125.76975","124.99695","121.88198","128.95355","130.52138","131.49827","129.92138","128.32026","128.51594","127.54639","121.4824","120.25469","115.14499","111.96937","109.70998","106.2656","103.80345","","",
"Middle East & North Africa (all income levels)","MEA","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","71.20347","71.21589","73.79758","75.43298","76.1351","78.80792","81.3102","82.88963","83.82088","82.83302","85.5266","85.06028","86.76055","87.70982","88.85233","88.83109","89.85309","91.0961","92.00991","92.03757","93.6237","94.4454","93.08165","92.82018","94.67848","93.38902","95.20476","95.54081","96.1907","97.03724","97.72016","99.23353","100.31582","101.2767","101.78133","101.95289","102.69827","103.26571","103.82033","104.29567","104.87575","104.55064","","",
"Mexico","MEX","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","101.23822","103.52528","105.72718","108.52355","107.82382","109.26085","112.70378","113.03935","118.00817","119.39034","120.58932","120.30202","120.26172","120.34645","118.76552","118.18298","117.43548","115.73325","114.80057","113.41132","112.57188","112.58882","112.6735","112.65687","112.86576","112.45067","112.03085","111.12065","110.47522","110.00977","109.49114","109.30065","109.45646","109.59714","110.29758","111.16022","112.88689","113.94007","114.84644","114.11168","112.90791","","",
"Marshall Islands","MHL","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.77472","96.10931","107.83818","120.55341","109.93492","120.96774","116.28411","115.85878","111.90573","109.63333","106.25","","101.83508","","",
"Middle income","MIC","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","92.06682","92.73385","94.34776","98.08662","99.3447","100.49851","100.4563","99.90757","97.67727","97.99488","99.0156","100.10275","100.60112","100.84197","101.61428","102.54778","103.55261","104.00886","104.59263","105.00351","104.7764","103.41164","102.63354","102.49509","102.59898","102.09703","101.6751","101.90076","101.94802","102.45761","102.75248","102.64869","103.08537","105.11618","107.43042","107.43967","107.12184","107.38477","107.49445","107.2918","107.4814","107.62042","","",
"Macedonia, FYR","MKD","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.80969","100.06809","101.00089","102.88167","103.02946","102.96199","102.33269","100.55517","98.87738","97.83265","95.69894","95.15024","95.25","93.98738","93.19364","88.89387","89.28092","90.07067","","","",
"Mali","MLI","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","22.93834","23.96337","24.18724","24.7848","24.56389","25.28337","25.94229","26.64737","27.07414","26.86146","25.6387","25.03151","24.70938","23.71452","23.16605","22.55085","22.47992","22.51206","25.9866","26.12531","26.68459","28.39897","31.76065","34.80711","37.31109","40.76864","45.46142","49.21785","53.35966","55.19447","59.82632","63.52623","65.10663","68.06387","71.06192","73.66602","75.96972","77.85968","79.39599","80.41081","81.66736","","",
"Malta","MLT","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","109.47262","106.38352","103.16241","102.70569","101.82343","105.8882","114.68544","118.74077","120.8024","118.00131","116.18582","111.39194","106.57595","104.63656","105.20827","104.76714","102.66252","101.93192","101.92607","103.02828","103.22842","99.59743","98.87991","98.03737","96.73778","97.36392","98.43063","99.45002","100.293","100.58128","100.68464","100.73898","100.2054","100.84732","98.88737","","99.06929","99.23271","95.4987","101.10064","","","",
"Myanmar","MMR","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","89.27567","87.85955","88.53026","87.9762","","86.97933","86.88799","87.83439","88.10298","88.68419","91.00438","95.07312","97.33419","99.89013","100.33154","103.23049","109.82445","110.23059","112.84454","104.33479","115.30539","124.9261","125.09172","123.7215","115.47124","112.97123","","","100.74762","105.21089","105.38588","106.44888","109.74615","111.27174","112.16939","113.66032","115.99073","120.08585","122.14732","125.59117","","","",
"Middle East & North Africa (developing only)","MNA","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","71.44578","71.47405","74.21852","75.95639","76.69391","79.53992","82.2201","83.88927","84.91309","83.90962","86.82959","86.34242","88.1675","89.1375","90.30391","90.17612","91.20108","92.49732","93.4094","93.36362","95.13464","96.09929","94.48664","94.03331","95.93252","94.27708","96.10255","96.3263","96.93395","97.77395","98.4408","100.04182","101.06132","101.98005","102.40878","102.45907","103.30653","103.90037","104.25355","104.73798","105.15571","104.81298","","",
"Montenegro","MNE","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111.22164","112.67187","115.54822","116.82046","117.39483","118.4498","111.75112","106.53776","95.36395","94.728","",
"Mongolia","MNG","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","109.32301","107.11945","106.58948","104.24527","102.97121","103.53761","","105.74042","104.35008","103.29915","103.14038","101.24815","101.30871","101.35001","101.036","100.09742","100.66446","100.52364","101.95268","101.48858","100.14087","91.70063","80.62974","80.57278","87.04531","93.01623","91.59685","93.57406","95.57392","97.9134","100.48712","101.46014","104.88487","107.72141","96.20695","98.0059","96.23564","99.03143","109.94303","122.03711","119.864","","",
"Northern Mariana Islands","MNP","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","38.16985","33.58318","42.02841","","57.455","","102.8036","106.76848","109.05597","","100.58158","90.21696","82.33954","85.51129","84.77641","83.5315","68.08962","62.24997","61.6361","62.89856","60.61048","59.08513","59.51059","62.00102","66.13386","","","63.80621","69.11813","74.76935","80.90802","84.0735","","93.97653","101.10762","103.75625","109.9641","114.12266","114.16332","115.07079","110.85897","110.11422","",
"Mauritania","MRT","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","14.43535","15.3308","17.15135","17.41162","17.95606","19.67907","24.44655","26.75885","29.30177","33.72878","34.88162","38.09994","38.92366","41.99996","43.4553","47.10286","49.008","49.86657","49.08537","46.84614","49.44005","54.48431","61.80303","68.16004","72.11678","75.82442","79.77257","82.17237","84.0765","84.40982","83.71872","85.20533","87.42281","94.15567","94.27324","97.22819","98.82237","94.7071","100.42736","101.96276","100.9776","","",
"Mauritius","MUS","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","95.42608","94.58322","96.65247","98.49675","101.33907","105.461","104.24642","103.98433","103.76678","99.19915","99.98758","107.9026","109.53923","108.99681","103.07416","104.25499","106.23082","107.26512","108.09716","111.95081","117.11429","118.22617","113.58407","107.44129","101.4029","97.39966","96.27091","96.45472","98.00321","","","","","","","","","","","","","","","",
"Malawi","MWI","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","39.81774","46.27067","50.09489","54.97","60.35849","61.09231","60.38376","59.01007","59.96053","63.87705","64.16916","67.67939","63.53719","58.30509","59.34108","58.62366","59.87923","59.34421","65.70995","71.5347","75.54353","92.50601","100.30325","108.97567","161.90511","157.34886","","140.39728","137.81367","138.85256","141.43864","136.96323","","129.7055","128.17457","128.04103","125.42441","133.04483","132.00833","138.80319","141.29288","","",
"Malaysia","MYS","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","84.84379","","","","","91.25504","","92.7974","94.03774","94.02928","94.16325","94.55147","95.47866","96.50198","95.95919","95.43196","","93.35363","93.24583","92.94116","92.69952","93.60893","94.85343","95.70906","96.17873","96.78556","97.43483","","95.81068","95.37759","98.07743","97.06586","95.07342","95.23873","96.85986","96.27569","","","","","","","","",
"North America","NAC","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","89.11474","89.12671","88.45622","90.26584","89.40958","89.44548","90.36404","90.96475","91.73011","91.62882","99.41165","99.30521","101.29626","99.57542","98.09109","97.98826","99.19099","100.40228","101.76289","103.14127","104.49499","103.70035","102.91874","102.12039","101.61331","102.95532","103.13949","103.0459","102.95501","102.66365","101.73826","102.09259","100.19129","100.32529","99.82727","100.3287","101.11245","102.71479","103.80042","103.30956","101.46994","101.47236","","",
"Namibia","NAM","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","122.82342","124.82497","122.51063","117.94812","118.17655","125.70671","125.8763","124.66573","127.04263","124.16526","122.44178","121.23221","119.62828","115.58565","114.81937","114.15266","113.78907","113.04781","110.10754","109.25245","108.07801","109.33771","108.18586","107.47281","106.84456","","","",
"New Caledonia","NCL","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","12.36965","12.77364","13.14593","13.85833","14.66156","16.74619","18.30327","19.56577","20.01993","21.69085","23.06455","23.21348","23.13489","23.2226","22.74103","24.40751","25.44177","25.31249","26.37218","27.03436","28.12069","27.54255","27.88048","28.68734","28.80389","28.82154","29.4836","29.48601","31.08216","32.60769","35.58133","39.78366","43.10101","47.26983","49.29723","50.2794","53.22982","57.64166","62.01086","66.2999","70.79046","73.46646","",
"Nigeria","NGA","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","39.97962","43.39375","47.59691","49.16266","","","47.93351","58.71402","74.61191","87.7304","92.6906","100.68738","110.07025","110.36461","109.18461","103.82596","91.40366","87.74675","83.55343","81.34774","84.83604","84.13065","88.18075","92.28298","92.11946","87.91288","77.47369","","","93.00311","97.85302","95.92763","97.7967","","100.90105","101.82519","102.85029","94.18395","85.03809","83.09346","83.27522","","","",
"Nicaragua","NIC","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","67.36316","70.25202","70.06048","71.64406","71.27949","73.15972","75.51616","74.48131","72.32159","77.81656","86.32916","","87.10958","88.94915","85.97535","87.92768","85.11012","87.05297","87.19595","84.34615","87.37494","90.84924","92.8908","95.69073","98.11864","97.11841","96.54265","97.83224","97.45853","101.98765","101.50618","103.78709","109.43517","109.55169","111.56279","112.85642","117.81319","117.78191","118.12044","","117.57148","","","",
"Netherlands","NLD","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","102.02953","101.08325","100.07806","99.17083","98.64529","99.34873","99.51558","99.57289","99.55452","99.20071","98.31231","96.28133","94.1598","92.76177","92.83055","98.06077","100.56422","102.91256","103.82353","103.5731","102.63507","97.54322","96.96758","107.39723","107.64994","108.0928","108.6637","109.2191","108.99354","108.5853","107.73888","107.17662","106.96378","106.30463","106.29579","106.91311","107.64267","108.13341","108.16339","107.77001","","","",
"High income: nonOECD","NOC","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","97.67585","97.49271","95.21992","94.10229","93.37986","93.42823","94.30354","95.73513","96.61366","96.54218","96.0308","94.3478","93.51632","93.15855","93.57721","94.54146","95.37193","97.20742","97.94599","97.8062","97.58112","98.36801","98.42946","98.34617","97.58564","98.62304","99.64364","99.42314","98.49893","98.30898","98.34846","99.86348","103.7048","107.06358","103.2169","97.70683","97.77963","97.18865","98.38725","98.94443","100.71838","100.55496","","",
"Norway","NOR","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","103.80073","103.9222","100.39649","101.05775","101.37896","100.81139","100.91492","100.02068","99.54166","99.48632","99.48725","99.1945","98.33749","97.84545","96.88358","96.89641","97.5497","98.22213","99.20574","100.24755","100.42353","100.06195","99.06943","98.7609","98.52585","98.60585","99.41934","100.32948","100.83335","100.9314","100.94656","100.28302","100.08907","99.47587","98.62298","98.64752","98.92883","99.03315","98.97768","99.14498","","","",
"Nepal","NPL","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","25.74708","","39.86205","41.1779","45.07139","50.70327","58.88677","68.32535","75.59359","85.09914","87.56628","68.86207","71.19505","76.39908","79.97702","80.93889","81.20483","83.19999","87.55135","102.24249","110.17636","111.46418","114.40058","113.6278","114.41146","114.22549","118.04577","","","114.4063","117.7847","110.50431","115.10037","","","","","","","","","","","",
"New Zealand","NZL","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","110.01055","108.05458","106.51436","105.44111","105.10792","106.68864","108.21445","109.15779","109.35322","108.8","107.11171","104.7024","104.2252","103.55983","104.45345","105.3201","104.96599","105.63917","104.64381","103.95447","104.62553","102.44355","100.80059","100.03252","99.91053","101.4043","100.10612","101.35319","101.72083","100.46273","99.49169","97.76172","99.4151","98.43772","98.55653","99.75178","100.21139","100.6319","101.01198","101.11946","101.22136","","","",
"High income: OECD","OEC","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","99.88491","100.0496","99.88161","100.03974","99.54311","99.66403","100.15452","100.17785","100.33742","100.31636","102.64589","102.15853","102.36971","101.49113","100.86826","100.97627","101.74708","102.4652","102.97608","103.37179","103.63468","103.08441","102.36149","102.17011","102.11131","102.51999","102.62951","102.5001","102.78342","102.81885","102.3858","102.33734","101.43486","101.43538","101.61914","102.03641","102.43076","103.35924","104.04278","103.87245","103.14686","103.02924","","",
"OECD members","OED","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","100.04876","100.19285","100.21965","100.6327","100.56347","100.68807","101.39878","101.85632","101.95418","102.59524","104.62944","104.36802","104.68357","104.10478","104.03081","103.81497","104.32553","104.70559","104.89725","104.81812","104.82326","104.24374","103.67062","103.37064","103.2201","103.62133","103.71263","103.61693","103.84208","103.90992","103.44083","103.41155","102.71835","102.52122","102.7178","103.2183","103.70507","104.76518","105.49769","105.3959","104.88593","104.62205","","",
"Oman","OMN","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","2.80319","11.97803","18.41659","25.6319","33.94148","36.53887","40.27031","43.63063","46.13223","47.23299","49.45537","52.04669","56.32521","61.09179","66.00458","69.92308","73.29654","75.5896","77.5441","78.9211","80.63981","82.27439","83.14577","82.90025","83.00621","84.58491","85.70192","86.7569","88.70339","90.74815","93.27672","95.15299","95.89301","","97.37106","95.47107","96.4422","98.19318","105.25441","","103.81098","","",
"Other small states","OSS","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","83.80594","82.60915","84.01424","87.15194","90.78575","94.57507","96.79699","96.98721","97.64184","97.03211","97.80876","99.40447","99.70502","99.78123","100.16039","100.88738","100.5979","100.96438","100.6695","99.98468","99.49958","100.20088","99.04876","97.84217","99.14003","99.85569","99.85044","99.90247","100.35327","101.01289","102.94617","104.47682","105.03458","105.32172","105.77799","106.09337","106.7564","106.41112","107.19614","107.91714","108.57573","108.91756","","",
"Pakistan","PAK","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","48.31362","48.20773","50.50802","52.8033","53.10705","54.17319","55.36679","48.63328","48.18901","47.43094","48.26234","48.85666","50.68517","50.68158","52.06604","52.31447","54.22208","54.49362","54.78149","55.29754","","","","","","","","","","70.43537","71.24443","72.10486","74.42414","79.15143","83.69823","80.86852","87.16465","88.90802","91.81339","94.94326","92.49477","","",
"Panama","PAN","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","101.23808","110.7267","114.35439","116.13547","116.43637","115.77135","114.56716","112.59635","111.41406","108.63743","106.48221","104.57917","104.32816","103.71122","104.87865","105.52974","106.78434","107.40624","106.58561","107.22328","106.23158","104.74598","104.27919","104.019","102.74519","102.26241","103.41571","","","107.04772","108.75746","110.38023","112.63278","","112.43948","110.81993","110.96058","111.92174","110.53506","108.57803","107.74946","107.13262","","",
